UNITID,EFTOTLT,EFBKAAT,EFHISPT,EFWHITT,EFNRALT,RET_PCF,RET_PCP,STUFACR,low_retention,risk_score
487746,41,0,0,40,1,67,NA,4,1,0.3512079532790044
487773,41,2,11,24,0,67,NA,9,1,0.367574983989408
487791,744,179,227,282,6,85,67,20,0,0.41636319188036025
487807,45,37,3,5,0,25,NA,10,1,0.3743385856622845
487816,9,9,0,0,0,100,NA,9,0,0.3685000934618377
487861,192,164,5,5,0,100,NA,25,0,0.43596885462774254
487889,131,1,120,2,0,100,NA,10,0,0.37103649234799285
487904,31,1,2,28,0,100,NA,11,0,0.37398679008810887
487922,74,6,13,54,0,67,NA,34,1,0.45103079695985526
487959,47,1,16,28,0,60,NA,20,1,0.40346991273778743
488013,917,598,241,26,0,64,69,30,1,0.49619921797245403
488022,59,59,0,0,0,0,100,15,1,0.39278616556414164
488031,112,12,30,35,1,33,NA,2,1,0.34516441799350994
488059,455,50,317,27,48,100,NA,41,0,0.466299269544574
488077,5437,312,751,3876,0,69,64,32,1,0.4312978889200547
488110,75,5,29,37,0,94,83,10,0,0.37102617970948776
488129,19,15,1,1,0,100,84,20,0,0.4049968796782455
488138,28,25,0,3,0,22,NA,12,1,0.37968806124228305
488174,31,19,5,5,0,71,50,15,0,0.38884799593584624
488183,23,0,0,21,0,50,NA,12,1,0.37711431727236094
488192,99,6,41,37,0,91,NA,16,0,0.3903405087962976
488217,235,23,5,197,0,88,NA,15,0,0.3875462486242273
488226,16,1,0,12,0,20,NA,6,1,0.3579975707957913
488262,33,19,8,6,0,100,NA,7,0,0.36301322815237
488299,11,0,11,0,0,78,NA,14,0,0.38386874643232977
488305,118,12,11,65,5,75,100,7,0,0.35985035398895016
488314,124,0,0,110,14,72,NA,14,0,0.3791774597735456
488350,150,0,0,143,7,70,NA,30,0,0.43410652312471626
488369,50,31,8,5,0,89,NA,16,0,0.3931759745234114
488378,146,18,10,105,0,93,NA,20,0,0.4041809800566433
488396,39,35,1,3,0,50,89,22,1,0.4136743412837923
488411,112,1,19,78,0,98,NA,13,0,0.3797203633424936
488439,178,131,14,20,0,70,62,20,0,0.4159014459690156
488448,85,12,6,42,7,78,NA,8,0,0.3628616896799274
488563,60,2,54,2,0,29,0,1,1,0.34263173879889103
488590,22,0,1,18,0,100,NA,11,0,0.3738725224784342
488651,124,2,103,12,0,89,75,20,0,0.40378056244558835
488730,9355,900,5054,2434,0,66,36,36,1,0.5130682843502747
488749,131,59,35,31,0,75,78,20,0,0.4090369095542254
488891,196,57,115,7,16,60,NA,20,1,0.4049188570217097
488916,97,44,2,45,0,94,NA,20,0,0.4073698814741
488934,4148,401,1232,1681,0,77,77,11,0,0.37782757484181984
488952,74,16,17,27,0,54,NA,19,1,0.40124803781749596
488961,132,37,13,63,0,52,NA,44,1,0.4878634378459951
488970,57,3,7,42,0,79,NA,57,0,0.5298427471887153
488989,133,16,47,47,0,95,85,10,0,0.3714678470646455
488998,117,1,45,63,0,91,NA,8,0,0.3639666988068191
489122,53,9,8,26,2,100,100,9,0,0.3675497799649127
489131,37,3,5,24,0,75,100,9,0,0.3676225478633141
489140,64,1,14,32,0,67,86,10,1,0.37025240344209936
489159,152,72,6,72,0,100,89,20,0,0.4100378404987587
489201,10358,339,5355,2739,0,73,40,30,0,0.4043494470931454
489238,201,64,56,48,0,85,76,18,0,0.4019595975927299
489247,18,1,7,5,0,92,80,5,0,0.3548420538950348
489256,191,0,191,0,0,98,100,25,0,0.42086697222062186
489283,787,3,767,11,0,84,NA,26,0,0.42591776048185537
489344,202,105,26,54,0,50,NA,11,1,0.3832427357982292
489353,751,40,196,230,0,100,NA,7,0,0.35537483486982385
489371,317,20,179,53,0,67,NA,18,1,0.3970072386282805
489779,45588,9002,7164,23138,252,57,35,25,1,0.8322902852114078
489830,69,24,1,44,0,54,NA,23,1,0.41562962899390565
489937,880,158,69,230,267,56,NA,17,1,0.3307081968286327
490054,218,154,38,13,0,5,100,3,1,0.362520221920722
490081,307,38,34,23,24,54,67,15,1,0.3783325327646796
490090,120,103,6,11,0,67,57,12,1,0.3871055600829426
490115,60,16,5,35,0,77,NA,12,0,0.37848521400934737
490133,7686,150,197,366,4204,72,84,11,0,0.003306134741462083
490142,36,33,3,0,0,100,NA,15,0,0.39028843486140347
490151,26,19,3,4,0,36,0,12,1,0.3791173577688081
490160,212,3,52,95,0,100,NA,8,0,0.3623255046043781
490197,56,0,23,7,0,100,NA,15,0,0.3863226315041872
490221,11,0,3,8,0,100,100,5,0,0.3548648246151434
490230,294,0,76,17,38,84,NA,12,0,0.36221262292796996
490258,104,13,47,34,0,93,NA,15,0,0.38792587386119093
490276,113,0,0,113,0,55,NA,7,1,0.36043608999633847
490285,2112,564,310,422,0,63,NA,15,1,0.41425587411117865
490294,118,1,2,36,0,58,NA,20,1,0.4009772859641846
490300,99,4,22,69,2,94,100,16,0,0.38970057513677014
490319,25,0,0,25,0,0,NA,13,1,0.3803929331916398
490346,79,0,0,72,0,100,NA,10,0,0.3701261741071588
490382,153,103,12,10,23,100,NA,22,0,0.4136829430332281
490391,83,0,83,0,0,100,NA,18,0,0.3972103065545977
490407,69,50,7,8,0,18,78,9,1,0.37220823654833657
490416,26,18,0,6,0,100,NA,20,0,0.40524849383421196
490425,121,10,33,59,0,93,NA,25,0,0.4203461659114258
490434,17,0,0,17,0,75,NA,5,0,0.35479163025098265
490489,59,47,2,3,0,31,50,30,1,0.441662132672154
490498,7,4,0,3,0,82,NA,10,0,0.371223211582741
490504,49,0,0,46,3,60,NA,16,1,0.38921180400074556
490513,38,0,0,32,6,63,NA,5,1,0.3530881605801741
490522,30,13,5,10,0,100,NA,30,0,0.4383859127363336
490531,41,39,2,0,0,100,NA,20,0,0.4074118652100034
490674,8,1,1,6,0,100,NA,25,0,0.4203730589255334
490692,48,42,1,2,0,100,NA,25,0,0.4243565019951899
490717,73,11,24,29,0,92,NA,12,0,0.37795482958577503
490735,72,46,13,9,1,27,NA,18,1,0.40103578161544123
490744,8,5,0,3,0,60,NA,20,1,0.4040664329853361
490805,9051,834,2233,4306,585,66,22,17,1,0.26395919388319233
490814,124,44,13,52,0,54,NA,25,1,0.4238242250181467
490832,785,288,53,228,1,43,0,24,1,0.4367739909232498
490841,387,189,44,95,0,45,NA,43,1,0.49833216626192867
490869,364,101,190,58,0,80,85,18,0,0.4064294988557359
490948,41,35,3,3,0,67,100,20,1,0.4070011666340544
490975,365,109,226,18,0,33,67,22,1,0.42110832277457777
491066,65,0,26,14,1,83,85,9,0,0.36663097399835487
491075,73,10,14,44,0,98,NA,18,0,0.39749665676779816
491084,72,58,0,11,0,57,NA,10,1,0.3761869371066112
491136,111,39,24,24,0,74,67,23,0,0.4165701987062017
491145,145,33,36,56,0,69,67,25,1,0.42261549632789813
491181,350,2,2,295,0,60,34,12,1,0.3737951969904739
491224,102,14,14,63,2,95,69,18,0,0.39705992395950535
491233,29,15,2,11,0,67,NA,20,1,0.4049547293023573
491242,60,1,32,11,3,77,NA,20,0,0.40246347883570344
491251,92,23,19,40,0,91,NA,23,0,0.4152998486305856
491260,90,1,12,69,0,80,91,15,0,0.3864748044005342
491394,268,166,59,23,0,79,NA,16,0,0.40585296760688416
491446,124,0,0,124,0,81,NA,18,0,0.3960384379736872
491464,173,10,83,10,14,17,7,5,1,0.35062149506531737
491473,590,261,99,223,0,100,100,5,0,0.3778496313358986
491525,218,12,29,60,5,100,0,20,0,0.39952115094803564
491543,82,9,57,3,3,70,NA,16,0,0.39025363581835226
491552,44,1,14,29,0,84,NA,11,0,0.3740125422529882
491570,50,46,4,0,0,50,NA,12,1,0.3817247850670789
491589,50,41,5,4,0,100,100,25,0,0.42434844853992926
491613,81,0,0,81,0,84,NA,20,0,0.4029863852290417
491622,72,0,0,67,5,71,NA,12,0,0.3754695833953493
491631,161,0,0,159,0,91,100,9,0,0.36642606959993634
491640,181,0,0,180,1,79,NA,30,0,0.4355335462789814
491659,171,53,50,44,0,74,NA,13,0,0.3847232142040399
491668,109,0,109,0,0,89,NA,8,0,0.3647482431256156
491677,77,21,29,25,0,42,20,46,1,0.49404029657205
491686,45,14,21,5,0,88,NA,20,0,0.4048323957993202
491695,54,43,0,9,0,100,NA,18,0,0.40101767712115644
491710,30,0,0,28,2,33,NA,15,1,0.386346188899437
491738,47,0,7,8,0,100,NA,25,0,0.4192692754724779
491747,26,12,13,1,0,88,NA,9,0,0.3688109535227589
491756,224,57,125,17,0,87,NA,14,0,0.3887619900732377
491765,101,0,0,101,0,97,NA,17,0,0.3929152450415496
491774,186,118,13,2,0,17,100,25,1,0.43033522603413
491783,155,17,16,117,0,95,94,8,0,0.3650816388916838
491792,90,5,16,59,0,58,NA,8,1,0.3642316170513784
491817,182,0,0,182,0,96,NA,14,0,0.38247908212465564
491826,96,3,70,11,0,93,NA,20,0,0.40363631630059416
491835,94,15,22,32,0,85,NA,10,0,0.3713548260909362
491844,338,0,1,4,0,58,52,11,1,0.36404841195588633
491853,29,0,22,0,0,86,NA,7,0,0.3611106614820898
491871,8,0,7,0,0,100,NA,25,0,0.4203064284629186
491880,92,4,46,23,0,97,NA,13,0,0.3803385809504652
491899,100,14,54,4,0,86,93,23,0,0.41422771606380726
491905,120,84,11,25,0,50,NA,10,1,0.37867646871594357
491914,177,0,0,156,21,95,NA,22,0,0.40318350204802617
491923,358,161,21,147,0,91,NA,20,0,0.41739405540152663
491941,202,38,7,142,0,61,NA,10,1,0.3729777693095561
491950,556,123,265,72,0,100,100,25,0,0.42965602762867017
491978,70,69,0,0,0,100,60,2,0,0.3518031575751048
491996,79,1,22,52,0,83,NA,9,0,0.36730550455398625
492005,61,1,2,55,0,84,NA,10,0,0.37047176913951185
492069,146,32,19,73,7,35,NA,10,1,0.3710517026005947
492096,6,4,0,1,0,100,NA,20,0,0.4039531126478808
492148,10,1,1,5,0,89,NA,17,0,0.39364579355944385
492281,32,32,0,0,0,86,NA,11,0,0.37713013970492315
492421,28,24,3,1,0,75,NA,20,0,0.40594268198028866
492449,573,23,304,136,0,87,NA,25,0,0.41894986884090163
492652,36,31,1,4,0,100,NA,10,0,0.3737720589136427
492661,227,27,145,26,2,73,NA,17,0,0.39510968002676256
492722,419,28,349,30,0,79,NA,28,0,0.4336154794082515
492759,625,401,49,135,1,86,100,15,0,0.42381549370409227
492801,659,52,87,435,4,50,33,13,1,0.3789789774864466
492935,393,0,393,0,0,79,NA,20,0,0.4047188514159979
492953,75,3,67,2,0,100,75,15,0,0.3874761079007757
492962,2779,817,215,1407,3,55,22,12,1,0.43554154635810416
493071,381,0,381,0,0,72,NA,31,0,0.441725374248205
493080,553,51,135,157,50,82,75,16,0,0.3758449624581635
493132,1428,152,733,236,1,88,NA,43,0,0.48724178265460066
493150,135,48,15,62,0,93,NA,7,0,0.3650400662970804
493451,90,3,3,83,0,70,NA,10,0,0.3705172087918121
493479,14,0,4,6,0,83,NA,3,0,0.34847064994261046
493488,88,49,12,7,0,75,NA,15,0,0.391187007008214
493512,193,28,40,41,70,75,NA,50,0,0.4877250157910083
493521,102,37,13,30,0,60,54,8,1,0.36707941798840305
493549,129,0,126,3,0,100,NA,20,0,0.40393728532486456
493585,20,17,0,2,0,70,NA,8,0,0.36600032489344253
493594,63,0,0,60,3,88,NA,32,0,0.4426930343453188
493600,168,0,0,168,0,100,NA,9,0,0.36642005276185424
493619,15,5,0,4,4,80,NA,4,0,0.3510744581233213
493628,67,20,23,9,2,86,75,15,0,0.3880745239855773
493637,45,0,0,45,0,57,NA,20,1,0.40326004514013325
493646,280,0,0,280,0,100,NA,10,0,0.36880602899597015
493664,65,0,0,64,1,100,NA,31,0,0.439832332306349
493682,100,35,31,29,0,94,95,10,0,0.3738976494751203
493691,49,1,2,27,0,75,NA,20,0,0.4029092177495399
493707,87,0,0,68,19,71,NA,17,0,0.38790627744566425
493716,72,0,0,70,2,89,NA,12,0,0.3762655682672758
493743,264,196,55,7,0,74,73,25,0,0.4396668881543108
493752,8,7,0,0,1,100,NA,3,0,0.3489995653973388
493761,138,54,34,11,1,79,NA,12,0,0.38105727256838573
493770,31,5,0,26,0,50,NA,6,1,0.35835705405843965
493798,97,0,0,97,0,94,NA,11,0,0.37337638205011786
493804,94,43,48,0,0,70,NA,10,0,0.3749779404706218
493813,137,52,42,11,0,87,100,15,0,0.3911610255038637
493822,494,175,160,68,0,86,17,11,0,0.38795715747723625
493868,46,6,27,4,0,100,NA,8,0,0.3647878357819016
493910,42,1,13,27,0,18,44,27,1,0.4269540407352362
493974,57,19,1,34,0,100,0,6,0,0.359515816288439
493992,185,69,56,54,0,59,NA,25,1,0.42668926476445596
494029,26,17,8,1,0,75,50,21,0,0.40860499832431924
494162,588,324,122,81,0,69,0,20,1,0.4333029483635524
494232,117,93,10,7,0,90,92,20,0,0.41244727898910105
494250,887,552,35,124,0,45,NA,24,1,0.4655111868910441
494278,325,0,325,0,0,100,0,24,0,0.4178912185504647
494287,468,13,445,9,0,100,NA,13,0,0.38296216603165667
494357,1217,104,185,48,0,73,NA,22,0,0.39321148019511715
494436,334,22,23,277,0,72,NA,19,0,0.4000134724631279
494463,300,0,0,300,0,99,NA,50,0,0.503524682324037
494472,14,4,6,3,0,100,100,4,0,0.3520951972131967
494524,139,17,58,51,0,90,NA,14,0,0.3848488266223841
494542,57,0,2,36,17,75,NA,2,0,0.34072889151632424
494588,424,34,240,79,0,78,NA,35,0,0.45548516369648645
494603,2850,99,558,1064,608,83,54,20,0,0.24018927573293306
494630,32,0,26,1,3,67,NA,6,1,0.3572833384449575
494649,56,3,10,36,0,100,100,7,0,0.36109564000250666
494658,41,4,29,2,0,60,0,21,1,0.4071996259311071
494685,474,25,74,331,1,63,0,21,1,0.40543635937106653
494694,150,112,5,26,0,67,NA,20,1,0.4141515008183352
494700,57,1,45,0,8,100,NA,9,0,0.36562053964792307
494719,170,133,10,19,0,57,53,14,1,0.39627922200784543
494728,42,27,11,3,0,83,100,25,0,0.42295880336789193
494737,223,0,0,223,0,100,NA,20,0,0.40190753924150757
494746,636,64,229,117,0,100,NA,27,0,0.4260058364119573
494755,61,8,1,46,0,75,NA,15,0,0.38734951731492234
494764,344,128,55,126,0,83,NA,13,0,0.3909892920841526
494807,764,0,758,4,0,88,NA,7,0,0.3632367330842314
494843,566,356,120,41,0,51,NA,24,1,0.4507991133478087
494852,682,205,212,223,0,74,NA,26,0,0.4415943639314255
494898,58,5,9,38,0,80,NA,10,0,0.37090344072135456
494904,312,138,111,40,0,75,80,13,0,0.3931282877020337
494959,136,0,3,120,0,25,100,5,1,0.353671124406409
494986,27,0,5,17,0,67,NA,4,1,0.35150473139806043
494995,48,17,12,19,0,82,NA,25,0,0.4218827201010036
495031,51,0,0,50,1,100,NA,10,0,0.3702280309849307
495059,75,8,45,19,0,82,NA,7,0,0.36190116648823123
495077,91,6,59,16,1,37,NA,8,1,0.3645181205471191
495101,56,0,4,46,1,96,NA,14,0,0.3830780314899316
495110,26,0,3,21,2,93,NA,7,0,0.3605782620272155
495147,130,15,59,41,0,44,33,13,1,0.38141203013691904
495183,108,8,78,6,16,96,NA,6,0,0.354724015196008
495208,16,15,0,0,0,53,NA,20,1,0.40503278590854347
495217,33,16,4,11,0,73,NA,15,0,0.38851174130183647
495235,10,9,0,1,0,67,25,5,1,0.3557414905831737
495244,69,35,21,12,0,100,100,25,0,0.4237083771909645
495253,41,1,3,33,0,100,100,13,0,0.3803152574754282
495271,154,4,70,3,2,100,65,6,0,0.355861979795913
495305,146,0,144,1,0,77,100,13,0,0.3809417940602313
495341,57,27,10,13,0,50,NA,19,1,0.4026217806212338
495369,64,9,24,6,0,100,100,9,0,0.3677704852163291
495378,113,9,4,87,0,92,95,15,0,0.3869319923557802
495387,29,29,0,0,0,23,0,25,1,0.4231793083410293
495411,147,4,24,108,0,90,NA,10,0,0.37018385742860205
495420,335,74,142,89,0,50,100,20,1,0.40961673288641104
495448,562,41,348,129,0,50,67,20,1,0.4062368850166505
495457,1229,150,560,346,0,68,0,20,1,0.41181572727148064
495518,92,36,5,26,0,50,40,16,1,0.39290621515700996
495730,171,25,12,121,0,80,86,25,0,0.4214766029687396
495776,24,4,12,6,0,100,NA,15,0,0.3874187931979286
495794,237,68,2,140,3,79,83,17,0,0.3976278830609792
495837,223,81,9,97,0,50,NA,17,1,0.3996987414103963
495934,69,1,61,3,0,73,NA,35,0,0.4543926305903473
495952,342,11,243,42,2,83,NA,14,0,0.383360530879203
495961,114,1,81,14,0,69,NA,14,1,0.3835051661004472
495970,263,0,263,0,0,71,NA,45,0,0.4894192581785193
495998,78,0,67,7,0,71,NA,39,0,0.4679961078881152
496052,22,0,19,2,0,88,NA,5,0,0.35492186131060594
496061,251,27,28,138,0,82,91,16,0,0.39024448442661935
496265,29,2,4,21,0,87,NA,10,0,0.37085236600823224
496283,289,4,43,175,0,40,NA,12,1,0.37450160215614775
496326,658,20,112,352,1,56,NA,26,1,0.4175376333977943
496371,29,0,1,25,0,60,NA,9,1,0.36738215785269185
496399,43,13,26,0,0,100,NA,5,0,0.3560715793669502
496423,35,3,7,18,0,100,NA,20,0,0.4035596668594516
496539,82,0,2,76,0,100,NA,20,0,0.40290572514992745
496575,28,26,1,1,0,33,37,20,1,0.4061321483718029
496618,194,30,106,33,4,80,NA,22,0,0.4114699289488966
496627,981,28,47,170,36,86,NA,3,0,0.3206259539767477
496636,251,17,232,2,0,33,NA,18,1,0.3992648013895919
496645,241,48,21,153,0,76,93,13,0,0.3835018640299056
496654,61,1,35,2,0,94,100,4,0,0.3512555569108891
496663,85,36,42,4,0,64,0,4,1,0.3550852775022725
496672,38,2,3,29,0,0,NA,12,1,0.3771926467139666
496690,45,5,2,28,0,100,100,10,0,0.37083729312357533
496715,114,74,10,5,0,57,NA,10,1,0.37711166449554345
496733,160,1,46,95,0,79,NA,18,0,0.39592788568886517
496751,60,19,41,0,0,5,NA,15,1,0.38904790737189654
496803,34,12,14,1,0,64,NA,4,1,0.35269292142167685
496894,32,14,14,4,0,13,7,15,1,0.388461459848507
496919,855,130,155,33,0,73,NA,25,0,0.41642438454237285
496955,657,42,101,54,0,68,NA,25,1,0.409888624265311
496964,27,8,18,1,0,13,NA,25,1,0.42115071776575996
496973,251,105,72,45,0,100,100,14,0,0.3929032191210905
496991,813,383,90,109,0,50,25,12,1,0.4065711629286601
497000,178,133,10,19,0,100,NA,12,0,0.3894487259016617
497037,1224,240,249,590,5,48,30,25,1,0.43438852094065566
497046,6636,170,4622,1067,0,67,37,27,1,0.4244205079471313
497073,481,240,132,61,0,86,59,17,0,0.41548148764713017
497116,1161,293,158,364,0,52,27,12,1,0.3925310422153236
497125,1027,311,25,433,0,62,33,12,1,0.39609055929670145
497161,170,95,8,61,0,94,94,19,0,0.40891546281553937
497189,27,1,0,24,0,95,NA,17,0,0.3935305483664952
497204,91,0,90,0,1,88,100,25,0,0.4202932463899219
497213,48,0,2,43,0,100,0,3,0,0.3482292744147175
497222,59,1,8,6,9,73,0,16,0,0.38689998255232355
497268,306,10,65,189,0,60,100,20,1,0.40201820503877145
497277,403,85,201,63,0,91,NA,20,0,0.4103102854846211
497286,1335,115,644,311,0,84,NA,56,0,0.5290796730319741
497301,304,67,139,39,1,74,72,22,0,0.4148345671377142
497310,215,16,56,79,0,92,NA,16,0,0.38952335432003743
497329,390,199,110,53,0,62,67,16,1,0.4087431289319608
497338,493,59,247,73,1,52,NA,33,1,0.4495874186323557
497356,37,0,37,0,0,79,100,25,0,0.42042415792812476
497365,26,13,8,4,0,86,NA,5,0,0.3560827857414
497374,466,420,3,14,0,70,NA,20,0,0.44406055468137495
497383,9,3,2,4,0,71,NA,9,0,0.36791144674361603
497392,86,33,47,5,0,100,75,12,0,0.38053607841519455
497408,204,24,11,166,0,50,NA,7,1,0.3622310854611942
497426,237,22,60,145,0,93,100,25,0,0.42122838397167117
497435,59,10,34,6,1,75,NA,15,0,0.38759664343453293
497471,7,7,0,0,0,100,100,4,0,0.3524071070924754
497480,2230,587,315,1113,14,80,NA,30,0,0.4778517863423245
497657,24,0,1,0,21,71,NA,11,0,0.3683373625858472
497675,38,2,0,36,0,82,NA,13,0,0.3805017564892853
497684,22,0,2,20,0,95,NA,7,0,0.3611191120682032
497745,333,141,117,48,0,62,NA,19,1,0.41317499884457615
497824,242,9,29,182,1,67,0,8,1,0.3631444095324024
497833,230,49,29,131,0,38,NA,9,1,0.37075423019076287
497897,166,66,43,34,1,96,NA,20,0,0.4089406791619687
497949,911,400,33,8,0,65,NA,20,1,0.4281928973678232
497958,689,70,83,67,0,71,NA,22,0,0.4022044277169345
498003,242,217,9,11,0,52,55,25,1,0.44162804894480473
498012,79,0,79,0,0,38,NA,10,1,0.3710851498757818
498030,791,205,319,104,0,70,NA,36,0,0.4732037415528564
498049,594,364,32,154,0,75,46,20,0,0.43699292491929626
498076,574,147,45,229,0,67,17,12,1,0.3851160911605969
498085,668,229,20,216,0,63,25,12,1,0.3914894154202233
498094,454,205,14,107,0,76,50,12,0,0.39228846226185315
498100,743,198,10,335,0,65,18,12,1,0.3876767539749251
498119,253,41,8,135,0,0,100,12,1,0.37815422102770174
498298,85,2,5,54,0,96,NA,20,0,0.40265446630259116
498322,78,0,69,2,4,96,NA,10,0,0.36986789374548495
498340,128,81,20,24,0,81,NA,18,0,0.4046278900339917
498359,80,4,7,60,0,75,100,25,0,0.4199870840635935
498368,14,12,0,2,0,100,83,3,0,0.3497093169186229
498386,59,0,0,59,0,10,0,6,1,0.3576524700547982
498401,56,0,0,53,0,67,NA,20,1,0.40310595599600774
498410,45,32,13,0,0,82,73,25,0,0.42351307418865575
498447,348,180,79,46,0,58,43,20,1,0.4197678293991717
498456,380,45,211,40,0,100,NA,20,0,0.40566905646362517
498474,1582,798,57,203,0,57,36,12,1,0.4374629830577973
498483,169,2,1,138,0,19,NA,12,1,0.3756509051337019
498553,83,41,15,7,0,91,NA,15,0,0.39042482035221016
498562,11092,552,752,8921,67,78,37,19,0,0.34634006812591644
498571,10834,844,477,7774,144,72,37,18,0,0.3340166748355685
498623,124,44,32,33,0,73,NA,9,0,0.3711937978161846
498641,13,0,2,4,0,100,100,2,0,0.3452650069664799
498669,80,0,6,45,0,57,NA,25,1,0.4190761813458426
498739,14,0,2,10,0,11,NA,25,1,0.4201836028177408
498757,108,91,0,14,0,19,NA,10,1,0.3793030662328902
498766,30,5,2,22,0,95,NA,10,0,0.37115289353317343
498775,47,47,0,0,0,33,100,8,1,0.3688662460540327
498784,17,17,0,0,0,60,NA,25,1,0.4219945936723305
498793,21,12,4,1,0,58,0,25,1,0.42137901226917307
498809,185,0,0,185,0,90,NA,15,0,0.38572170738885875
498818,22,5,13,1,0,96,NA,12,0,0.3777438305002782
498827,37,23,7,6,0,100,80,20,0,0.4057872488251448
498854,46,42,2,1,0,90,100,18,0,0.40101790376111185
498863,66,1,2,60,0,83,NA,13,0,0.38014191162370997
498872,122,9,94,16,0,83,NA,15,0,0.3880230522839263
498881,31,18,4,3,0,38,50,20,1,0.4051581474162211
498890,51,1,4,39,0,84,NA,7,0,0.3608707835142795
498906,98,0,0,98,0,100,NA,5,0,0.35420605462892096
498924,65,0,65,0,0,71,NA,5,0,0.3550901916436948
498951,55,3,10,40,0,98,NA,9,0,0.3676088637353068
499033,13,1,9,3,0,80,83,20,0,0.40370234680847294
499079,319,53,77,118,0,80,NA,11,0,0.37630914610437194
499130,219,13,41,144,0,98,96,33,0,0.44705585206759124
499149,201,99,15,74,0,80,0,15,0,0.3957340355812013
499176,319,34,54,108,3,78,62,30,0,0.4352479207652554
499185,82,7,3,60,0,50,NA,21,1,0.4067891901564304
499255,101,79,6,15,0,57,53,10,1,0.37823064505499787
499273,1153,608,39,168,0,48,38,12,1,0.4247232476044885
499282,315,89,1,155,0,57,55,12,1,0.3825325327616069
499291,233,44,1,115,0,64,25,12,1,0.37844732312612933
499307,122,5,1,82,0,71,33,12,0,0.3761688468736181
499325,19,12,1,5,0,82,NA,10,0,0.37193686801774867
499334,158,24,44,39,0,95,NA,16,0,0.39096027137868966
499370,133,34,36,54,0,50,100,20,1,0.4063281303718102
499389,336,57,152,96,0,46,75,20,1,0.40789827358731934
499398,77,41,7,23,0,50,17,20,1,0.40725888654642356
499404,164,121,9,19,0,100,0,20,0,0.4148495037932206
499413,290,8,153,19,0,36,NA,14,1,0.381529753996173
499529,32,19,3,2,0,88,NA,16,0,0.39196510950543434
499538,29,0,29,0,0,100,NA,15,0,0.3871886453706203
499547,328,46,148,54,0,100,100,20,0,0.40560536182955126
499556,18,14,0,1,0,100,NA,10,0,0.3720923098805998
499608,29,1,4,20,0,100,NA,3,0,0.3484620921393845
499680,81,33,16,6,0,82,NA,15,0,0.3894807105358037
499723,51,51,0,0,0,67,NA,17,1,0.39861271405712473
499769,39,4,10,22,0,100,NA,15,0,0.38726257609857245
499820,8,6,0,2,0,83,NA,6,0,0.3586244755200161
499866,82,3,13,40,14,100,NA,16,0,0.38617740101065146
499875,679,0,0,645,34,40,0,23,1,0.3991569869541734
499884,57,6,29,13,0,78,71,16,0,0.3906717935747768
499893,21,1,17,2,0,100,NA,30,0,0.4373197157285394
499918,31,28,1,2,0,100,NA,31,0,0.44339853606629515
499927,10,6,4,0,0,20,NA,5,1,0.3554813977280442
499936,31,31,0,0,0,100,83,23,0,0.4166526453912397
499945,17,9,3,4,0,100,100,4,0,0.352541543982859
499954,143,0,3,137,0,91,NA,11,0,0.37299838486373266
